file,record,offset,type,speaker,node,tokens,bytes_used,max_bytes,chinese,english
game46.msg,58,0x00003983,dialogue,68,3C,,154,236,沒錯，這就是陰影銅環！我認為人生的痛苦就是看著喜歡的東西而無法獲得！欲望是生存的動力，我為了達到目的可以不擇手段，這是我靈魂深處的特質，我以我的特質為榮！,"That's right, this is the Shadow Bronze Ring. The pain of life is seeing what you want and never getting it. Desire drives us. I'll use any means to my ends, and I'm proud of it."
game46.msg,59,0x00003A80,dialogue,1,3D,,20,236,我不該與魔鬼打交道！,I shouldn't have dealt with the devil.
game46.msg,60,0x00003B7D,dialogue,68,3E,,78,236,你看我像是相信魔鬼的人嗎？傳說中的魔鬼享受血肉之軀，你享受我付給你的高昂報酬！,Do I look like a man who believes in devils? The devil in the tales enjoys flesh and blood. You enjoy the fat sum I'm paying you.
game46.msg,61,0x00003C7A,dialogue,1,0,,24,236,你享受你的，我享受我的！,"You enjoy yours, I'll enjoy mine."
game46.msg,62,0x00003D77,dialogue,68,0,,36,236,享受完了嗎？我的胃口很大，欲望無窮！,Finished enjoying it? My appetite is large and my desires have no end.
game46.msg,63,0x00003E74,dialogue,1,41,,30,236,你是壞人！我媽媽說不能做壞事！,You're a bad man. My mother says you mustn't do bad things.
game46.msg,64,0x00003F71,dialogue,68,42,,74,236,乖孩子，希望你這一生都不要做壞事！哈‧‧哈！尿床也不可以，你真他媽的幼稚！,Good boy. I hope you never do a bad thing your whole life. Ha... ha. No wetting the bed either. You're so damn childish.
game46.msg,65,0x0000406E,dialogue,1,43,,28,236,你行為卑鄙，天生一付爛嘴巴！,Your conduct is vile and you were born with a filthy mouth.
game46.msg,66,0x0000416B,dialogue,68,44,,78,236,我從死亡之谷踏著遍地鮮血尋找出口，我並不畏懼死亡，因為我是山谷中最卑鄙的混蛋！,"I walked out of the valley of death over ground soaked in blood, looking for the way out. I don't fear death, because I'm the vilest bastard in that valley."
game46.msg,67,0x00004268,dialogue,9,0,,28,236,卑鄙的混蛋，死亡也不會怕你！,"A bastard as vile as you, and death won't fear you either."
game46.msg,68,0x00004365,dialogue,68,0,,54,236,離開我的視線，不要讓我注意到你的存在，上天有好生之德！,Get out of my sight. Don't let me notice you exist. Heaven values life.
game46.msg,69,0x00004462,dialogue,1,0,,20,236,我到底要不要害死他？,Should I kill him or not?
game46.msg,70,0x0000455F,dialogue,1,0,,28,236,反正你做惡多端，死有於辜！  ,"You've done so much evil, you deserve to die anyway."
game46.msg,71,0x0000465C,dialogue,1,62,,54,236,雖然他不它是什麼好人，但是我殺了他也對不起自己的良心！,"He may be no good man, but killing him would weigh on my own conscience."
game46.msg,72,0x00004759,dialogue,0,0,,64,236,先生小姐歡迎光臨舞韻歌劇院！門票一張五千圓，十八歲以下禁止入內！,"Welcome to the Rhapsody Opera House, sir, madam. A ticket is five thousand gold, and nobody under eighteen may enter."
game46.msg,73,0x00004856,dialogue,1,0,,6,236,買了！,I'll buy one.
game46.msg,74,0x00004953,dialogue,1,0,,10,236,我買不起！,I can't afford it.
game46.msg,75,0x00004A50,dialogue,0,4D,,12,236,你喜歡什麼？,What do you like?
game46.msg,76,0x00004B4D,dialogue,1,4E,,18,236,很多！你喜歡什麼？,Plenty of things. What do you like?
game46.msg,77,0x00004C4A,dialogue,0,4F,,6,236,沒有！,Nothing.
game46.msg,78,0x00004D47,dialogue,1,50,,10,236,你很空虛！,You're very empty.
game46.msg,79,0x00004E44,dialogue,0,0,,16,236,多精緻的空虛啊！,What an exquisite emptiness it is.
game46.msg,80,0x00004F41,dialogue,0,52,,114,236,我朋友的小孩死了，他一點難過的樣子都沒有，我問他你為什麼不難過？他說我本來是沒有小孩的，現在不過又回到沒有的時候。,"A friend of mine lost his child, and showed no grief at all. I asked him why he wasn't sad. He said, I had no child before, and now I've simply gone back to having none."
game46.msg,81,0x0000503E,dialogue,9,53,,18,236,這個故事不盡合理。,That story doesn't quite hold together.
game46.msg,82,0x0000513B,dialogue,0,0,,66,236,這不是故事，這是生活中的真人實事！沒有所求的人生是最禁的起打擊的。,"It isn't a story, it's real life. A life that asks for nothing can take any blow."
game46.msg,84,0x00005335,dialogue,0,0,,20,236,對不起，你的錢不夠！,"I'm sorry, you don't have enough money."
game46.msg,88,0x00005729,command,0,5A,,10,236,MStg76.ANM,
game46.msg,94,0x00005D17,dialogue,0,0,,12,236,得到陰影銅環,Obtained the Shadow Bronze Ring
game46.msg,95,0x00005E14,command,0,0,,10,236,MStg77.ANM,
game46.msg,100,0x00006305,dialogue,6B,0,,36,236,我這兒有你需要的藥品，儘管看，儘管挑,"I have the medicines you need here. Look all you like, take your pick"
game46.msg,101,0x00006402,placeholder,6B,0,ＥＦ,18,236,你需要的Ｅ只有賣Ｆ,The one you need sells for:  Ｅ - Ｆ
game46.msg,102,0x000064FF,placeholder,6B,0,ＥＦ,16,236,你擁有的Ｅ只賣Ｆ,I will let that one go for:  Ｅ - Ｆ
game46.msg,103,0x000065FC,dialogue,6A,0,,38,236,在嘉露城買武器就要找我，儘管看，儘管挑,"For weapons in Jialu City I'm the one to see. Look all you like, take your pick"
game46.msg,104,0x000066F9,placeholder,6A,0,ＥＦ,24,236,客人真是好眼光，Ｅ只賣Ｆ,"A fine eye, sir. The price:  Ｅ - Ｆ"
game46.msg,105,0x000067F6,placeholder,6A,0,ＥＦ,14,236,你這Ｅ只能賣Ｆ,That of yours will only fetch:  Ｅ - Ｆ
game46.msg,108,0x00006AED,dialogue,1,0,,18,236,是否給他陰影銅環？,Give him the Shadow Bronze Ring?
game47.msg,0,0x00000031,dialogue,0,0,,64,236,先生小姐歡迎光臨舞韻歌劇院！門票一張五千圓，十八歲以下禁止入內！,"Welcome to the Rhapsody Opera House, sir, madam. A ticket is five thousand gold, and nobody under eighteen may enter."
game47.msg,2,0x0000022B,dialogue,0,4,,4,236,請進,Please go in
game47.msg,4,0x00000425,dialogue,1,0,,10,236,我買不起！,I can't afford it.
game47.msg,5,0x00000522,dialogue,0,7,,12,236,你喜歡什麼？,What do you like?
game47.msg,6,0x0000061F,dialogue,1,8,,18,236,很多！你喜歡什麼？,Plenty of things. What do you like?
game47.msg,7,0x0000071C,dialogue,0,9,,6,236,沒有！,Nothing.
game47.msg,8,0x00000819,dialogue,1,0A,,10,236,你很空虛！,You're very empty.
game47.msg,9,0x00000916,dialogue,0,0,,16,236,多精緻的空虛啊！,What an exquisite emptiness it is.
game48.msg,0,0x00000031,dialogue,0,2,,66,236,你絕不會知道明天會發生什麼事！來吧，盡情地放縱自己，為今天歡呼吧！,"You'll never know what tomorrow brings. Come, let yourself go completely, and cheer for today."
game48.msg,1,0x0000012E,dialogue,0,0,,110,236,別在意星期一的憂鬱，星期二的灰暗，星期三的沮喪，星期四我的心情愉悅，星期五墜入愛河，星期六等待著星期日的到來！,"Never mind Monday's gloom, Tuesday's grey, Wednesday's low. Thursday I'm in good spirits, Friday I fall in love, Saturday I wait for Sunday to come."
game48.msg,2,0x0000022B,dialogue,1,4,,156,236,環顧四週，低俗的品味觸目可及，肉麻當有趣的放浪笑聲四處飄璗，我美麗的母親曾告訴我：醜人多作怪！話雖然傷人，在此卻相映成趣！然而，這幅圖畫替我的感官披上彩衣。,"Cheap taste everywhere I look, loose laughter drifting, crude passed off as fun. My mother said: ugly people make the most fuss. Cruel, but it fits here. This scene colours my senses."
game48.msg,4,0x00000425,dialogue,1,6,,16,236,是誰在跟我說話？,Who's speaking to me?
game48.msg,5,0x00000522,dialogue,69,7,,18,236,你眼前完美的傑作！,The perfect work of art in front of you.
game48.msg,6,0x0000061F,dialogue,9,8,,26,236,天啊！這副畫竟然會說話‧‧,My god. This painting is talking...
game48.msg,7,0x0000071C,dialogue,1,9,,16,236,這會不會是錯覺？,Could it be we're imagining it?
game48.msg,8,0x00000819,dialogue,69,0A,,150,236,不！這是你甜蜜嚮往的幻夢！我望著黃昏雲朵消失無法描繪，我付出生命做我的畫布，完美無暇是我五彩繽紛的執著，浪漫優雅舞動華麗身影，我‧‧欣然等待世界末日！,"No. This is the sweet dream you long for. I watched dusk clouds vanish beyond painting. I gave my life to be my canvas, flawlessness my obsession. I wait gladly for the world's end."
game48.msg,9,0x00000916,dialogue,1,0B,,24,236,世界末日對你有什麼好處？,What good does the end of the world do you?
game48.msg,10,0x00000A13,dialogue,69,0C,,152,236,舞韻歌劇院有太多的醜陋，虛偽與做作！這對我的敏銳感觸形同折磨，追求真善美的無形軀體陷入水深火熱，我要逃離這羞恥的束縛，掙脫這陰沈的枷索，但我卻無計可施。,"The Rhapsody Opera House holds so much ugliness, falseness and pretence. To my sharp feeling it is torture. I want out of this shameful binding, this dark chain, but I have no means."
game48.msg,11,0x00000B10,dialogue,1,0D,,48,236,妳恐怕已經不是人了！妳為什麼被禁錮在這幅圖畫裡？,I'm afraid you aren't human any more. Why are you imprisoned in this painting?
game48.msg,12,0x00000C0D,dialogue,69,0,,190,236,我剛剛已經說過了！這是我用生命繪製的完美作品，當它完成之時，也是我喪命之日，我的魂魄眷戀著這幅圖畫，我要永遠陪伴著它，日復一日我終於與我的圖畫合而為一，但物換星移使我想離開了，你能幫助我嗎？,"I said it already. This perfect work I painted with my life, and the day it was done was the day I died. My spirit clung to it until we became one. But now I want to leave. Help me?"
game48.msg,13,0x00000D0A,dialogue,1,0F,,28,236,我願意幫助妳，但我該怎麼做？,"I'm willing to help you, but what do I do?"
game48.msg,14,0x00000E07,dialogue,69,0,,94,236,找到拯救亡靈符交給我，我會送給你一幅珍藏已久的畫冊‧‧未見箴圖做為答謝，我的希望就托付給你了！,"Find the Soul Rescue Charm and bring it to me, and I'll give you a painting album I've long treasured... the Unseen Admonition, as my thanks. My hope rests with you."
game48.msg,15,0x00000F04,dialogue,69,0,,32,236,我能否脫離這痛苦的環境就靠你了！,Whether I escape this misery depends on you.
game48.msg,16,0x00001001,dialogue,69,12,,42,236,這就是我要的拯救亡靈符，請你收下我的謝禮！,This is the Soul Rescue Charm I wanted. Please accept my thanks.
game48.msg,17,0x000010FE,dialogue,1,0,,20,236,敬鬼神而遠之，再見！,"Respect ghosts and spirits, and keep your distance. Goodbye."
game48.msg,18,0x000011FB,dialogue,0,14,,96,236,我有個愛人，她令我深深地迷戀，我覺的黑暗她揮灑色彩，我感到絕望她付出希望，這是第一次我感受到愛！,"I have a lover, and she holds me deeply. Where I felt darkness she spread colour, where I despaired she gave hope. It was the first time I felt love."
game48.msg,19,0x000012F8,dialogue,0,15,,98,236,我有個哥哥，當我徬徨無助時他從不吝惜關懷，我走在崎嶇的路上他總是在我身邊，這是第一次我感受到溫暖！,"I have an older brother. When I was lost and helpless he never withheld his care, and when the road turned rough he was always beside me. It was the first time I felt warmth."
game48.msg,20,0x000013F5,dialogue,0,0,,174,236,我的父親是個有錢人，他穿著昂貴的大衣，給我進入財富之門的鑰匙，他告訴我：我有一大片的土地，美侖美奐的豪宅，我的臉上永遠掛著得意的笑容，我越過長廊走到屋外，將鑰匙丟的遠遠地‧‧,"My father is a rich man in an expensive coat, and he gave me the key to wealth. He said: I have vast land, a fine mansion, a proud smile always. I walked out and threw the key away..."
game48.msg,24,0x000017E9,dialogue,69,5,,22,236,你認為你眼前的畫美嗎？,Do you find the painting in front of you beautiful?
game5.msg,0,0x00000031,dialogue,76,0,,32,236,強者的壓迫不因弱者的痛苦而束手！,The strong don't stay their hand because the weak are suffering.
game5.msg,1,0x0000012E,dialogue,6A,0,,20,236,誰可以照亮我的生命？,Who can light up my life?
game5.msg,2,0x0000022B,dialogue,68,0,,44,236,有人說愛情是盲目的，我是個瞎子卻得不到愛情！,They say love is blind. I'm the blind one and love is what I can't get.
game5.msg,3,0x00000328,dialogue,65,0,,76,236,雖然我很窮，並不覺得痛苦，因為國家已經替我安排好我的未來！我用不著胡思亂想！,"I'm poor, but I don't feel it as suffering, because the country has already arranged my future. I have no need to think for myself."
game5.msg,4,0x00000425,dialogue,0,0,,20,236,你想知道這個王朝嗎？,Do you want to know about this dynasty?
game5.msg,5,0x00000522,dialogue,0,7,,190,236,帕伐摩羅在一次陰謀中奪取政權，他了解人民的力量是可怕的，他不希望這股力量成為妨礙到他掌控權力的禍害，因此他頒佈階級制序大憲章，聯合既得利益者壓迫貧苦百姓，在階級對立中彼此制衡，互相削弱力量。,"Pafa Moro seized power by plot. Fearing the people's strength, he issued the Great Charter of Rank and Order, joining the privileged to grind down the poor and set class against class."
game5.msg,6,0x0000061F,dialogue,1,0,,38,236,這老頭子是罪魁，那些個高貴人士是禍首！,"That old man is the root of the crime, and those noble gentlemen are the cause of the disaster."
game5.msg,7,0x0000071C,dialogue,0,0,,20,236,謝謝！我並不想知道。,No thanks. I'd rather not know.
game5.msg,8,0x00000819,dialogue,7C,0A,,126,236,從我的祖父到我，身上流著同樣的血液，忍受著同樣的辛酸！我是個一身都是病的廢人，卻也逃不過命運的束縛，給我一把刀，讓我自我了斷！,"From my grandfather down to me, the same blood, the same bitterness. I'm a broken man full of disease, and even I can't escape what fate binds me to. Give me a knife and let me end it."
game5.msg,9,0x00000916,dialogue,1,0,,44,236,我不能這麼做！若是有更好的方法，我會幫忙的！,"I can't do that. If there's a better way, I'll help."
game5.msg,10,0x00000A13,dialogue,0,0,,34,236,我只想填飽肚子，叫我做什麼都願意！,I only want a full stomach. Ask me to do anything and I'll do it.
game5.msg,11,0x00000B10,dialogue,0,0,,32,236,我很喜歡出風頭，現在的感覺真好！,I love being the centre of attention. This feels wonderful.
game5.msg,12,0x00000C0D,dialogue,0,0,,32,236,有錢人睡臥金床，而我，站在這裡！,"Rich men sleep in beds of gold, and I stand here."
game5.msg,13,0x00000D0A,dialogue,7D,11,,134,236,各位鄉親父老兄弟姐妹們，府上若是有骯髒粗重的工作沒有適當的人選可以替您分憂解勞，來找我就對了，我這裡有價格低廉體健耐操的奴隸供您使喚！,"Neighbours, elders, brothers and sisters. If there is dirty heavy work at home and nobody to take the load off you, come to me. I have cheap, healthy, hard-wearing slaves to command."
game5.msg,14,0x00000E07,dialogue,7D,0,,106,236,小兄弟！有需要奴隸嗎？那個瘦巴巴的最便宜只要三百！我剛剛看到你們兩個竊竊私語，所以算你三百，兩頭羊也可以！,"Young man. Need a slave? That skinny one is cheapest, only three hundred. I saw you two whispering just now, so I'll make it three hundred. Two sheep will do as well."
game5.msg,15,0x00000F04,dialogue,1,0,,20,236,我買不起，也沒必要！,"I can't afford it, and I don't need one."
game5.msg,16,0x00001001,dialogue,7D,0,,30,236,去！去！去！不要浪費我的時間！,"Go on, get away. Don't waste my time."
game5.msg,17,0x000010FE,dialogue,1,0,,28,236,我旺盛的同情心令我無法拒絕！,My sympathy runs too strong to refuse.
game5.msg,18,0x000011FB,dialogue,7C,14,,38,236,原來這就是你的幫助‧‧還是要我做奴隸！,So this is your help... you still want me for a slave.
game5.msg,19,0x000012F8,dialogue,1,15,,28,236,不！你自由了！我不需要奴隸。,No. You're free. I don't need a slave.
game5.msg,20,0x000013F5,dialogue,7C,16,,138,236,我寧可去做乞丐，也不願做奴隸，對我來說自由的意義更尊嚴可貴‧‧我們素昧平生，你卻願意解囊相助，所以我想這個餐盒送給你留做紀念，希望你收下。,"I'd rather beg than be a slave. Freedom has more dignity... We're strangers, and still you opened your purse for me, so take this picnic box as a keepsake. Please."
game5.msg,21,0x000014F2,dialogue,1,17,,38,236,你不是說要去做乞丐嗎？餐盒你留著用吧！,Didn't you say you were going to beg? Keep the box and use it yourself.
game5.msg,22,0x000015EF,dialogue,7C,0,,56,236,裡面有雞腿、酒及美女圖！這是奴隸販子給的，它比不過自由！,"There's a chicken leg inside, and wine, and a picture of a beautiful woman. The slaver gave it to me. It's worth nothing next to freedom."
game5.msg,23,0x000016EC,dialogue,1,1A,,14,236,那我就收下了！,Then I'll take it.
game5.msg,24,0x000017E9,dialogue,1,1A,,18,236,你的好意我心領了。,"I'll accept the thought behind it, that's enough."
game5.msg,25,0x000018E6,dialogue,7C,0,,22,236,我會永遠記的你的恩德！,I'll remember your kindness always.
game5.msg,26,0x000019E3,dialogue,0,0,,64,236,聽說在城的西邊樹林裡，可以聽到神的聲音，卻沒有人找的到那處地方。,"They say you can hear the voice of god in the woods west of the city, but nobody has ever found the place."
game5.msg,27,0x00001AE0,dialogue,0,0,,18,236,想聽一件無聊事嗎？,Want to hear something dull?
game5.msg,28,0x00001BDD,dialogue,0,1E,,156,236,還記得那天奴隸販子帶了一名非常美麗的女子來此販賣，他只接受叫價最高的買主，碰巧修斯王子正好經過，對於她的容貌驚為天人，不但替她贖身，還給她一筆錢回鄉過日子。,"I remember the day a slaver brought a beautiful woman here to sell to the highest bidder. Prince Sius passed by, struck by her beauty, bought her freedom and gave her money to go home."
game5.msg,29,0x00001CDA,dialogue,1,1F,,20,236,修斯王子是個好人嗎？,Is Prince Sius a good man?
game5.msg,30,0x00001DD7,dialogue,0,20,,8,236,你說呢？,You tell me.
game5.msg,31,0x00001ED4,dialogue,1,0,,26,236,如果你愛某人就讓她自由吧！,"If you love someone, set her free."
game5.msg,32,0x00001FD1,dialogue,1,0,,12,236,我想不必了！,I don't think I need to.
game5.msg,33,0x000020CE,dialogue,0,23,,42,236,兩頭羊就可以換一個奴隸，對我來說真是便宜！,"Two sheep buys one slave. That's cheap, as far as I'm concerned."
game5.msg,34,0x000021CB,dialogue,1,24,,42,236,一個人可以換兩頭羊，對羊來說實在是太便宜！,"One person for two sheep. That's far too cheap, as far as the sheep are concerned."
game5.msg,35,0x000022C8,dialogue,0,0,,24,236,你是在告訴我要愛護動物？,Are you telling me to be kind to animals?
game5.msg,36,0x000023C5,dialogue,6E,0,,42,236,城內就數我這兒的東西最齊全，儘管看，儘管挑,"Nobody in the city has a fuller stock than mine. Look all you like, take your pick"
game5.msg,37,0x000024C2,placeholder,6E,0,ＥＦ,24,236,客人真是好眼光，Ｅ只賣Ｆ,"A fine eye, sir. The price:  Ｅ - Ｆ"
game5.msg,38,0x000025BF,placeholder,6E,0,ＥＦ,14,236,你這Ｅ只能賣Ｆ,That of yours can only fetch:  Ｅ - Ｆ
game5.msg,39,0x000026BC,dialogue,72,0,,32,236,這兒的東西最齊全，儘管看，儘管挑,"The fullest stock anywhere here. Look all you like, take your pick"
game5.msg,40,0x000027B9,placeholder,72,0,ＥＦ,24,236,客人真是好眼光，Ｅ只賣Ｆ,"A fine eye, sir. The price:  Ｅ - Ｆ"
game5.msg,41,0x000028B6,placeholder,72,0,ＥＦ,14,236,你這Ｅ只能賣Ｆ,That of yours can only fetch:  Ｅ - Ｆ
game5.msg,43,0x00002AB0,command,0,0,,10,236,MStg04.ANM,
game5.msg,44,0x00002BAD,command,0,0,,10,236,MStg05.ANM,
game50.msg,0,0x00000031,dialogue,0,2,,24,236,唉‧‧我至死還受人操縱！,Ah... even in death I'm still worked like a puppet.
game50.msg,1,0x0000012E,dialogue,1,3,,8,236,為什麼？,Why?
game50.msg,2,0x0000022B,dialogue,0,4,,50,236,悲慘的故事才剛剛開始‧‧我死去的人生卻結束不了‧‧,The miserable story has only just begun... and my dead life can't come to an end...
game50.msg,3,0x00000328,dialogue,1,5,,22,236,到底是什麼悲慘的故事？,What miserable story?
game50.msg,4,0x00000425,dialogue,0,6,,128,236,我原是住在德佳古村的居民，前陣子村裡流行瘟疫，每個人都死了，如果說我死後該下地獄我無話可說，但我卻到了一個比地獄更痛苦的地方‧‧,"I used to live in Dejia Old Town. A plague went through and everyone died. If I deserved hell after death I'd have nothing to say, but I ended up somewhere worse than hell..."
game50.msg,5,0x00000522,dialogue,1,7,,44,236,你認識一位叫洛莎的婦女嗎？你死後又到了那裡？,Do you know a woman called Rosa? And where did you go after you died?
game50.msg,6,0x0000061F,dialogue,0,8,,194,236,我不認識這位婦女！它說：我不散播陽光，不散播愛，只散播死亡的種子，因為我是製造病毒的大玩家‧‧瘟疫使者！就是它害死我們村人，只因為它需要奴隸及私人軍隊，為了這個理由，我們就成為滿足它私心的祭品！,"I don't know her. It said: I spread no love, only seeds of death, for I make plagues... the Envoy of Pestilence. It killed our village for slaves and an army. We were its offering."
game50.msg,7,0x0000071C,dialogue,1,9,,56,236,聽到這個消息使我心亂如麻！媽，你可不要待在德佳古才好‧‧,"Hearing this leaves my mind in knots. Mother, I hope you didn't stay in Dejia..."
game50.msg,8,0x00000819,dialogue,9,0A,,46,236,先不要想這麼多！說不定你母親並沒有留在德佳古。,Don't think too far ahead. Your mother may not have stayed in Dejia at all.
game50.msg,9,0x00000916,dialogue,0C,0B,,26,236,穿過這片森林就是德佳古了。,"Once we are through this forest, we reach Dejia Old Town."
game50.msg,10,0x00000A13,dialogue,1,0,,74,236,當一個人沒有血沒有肉沒有五臟六腑，剩下的也只是白骨一堆還有‧‧古銅幣一枚。,"When a man has no blood, no flesh, no organs, all that is left is a pile of white bones and... one old bronze coin."
game50.msg,12,0x00000C0D,command,0,0,,10,236,MStg78.ANM,
game51.msg,0,0x00000031,dialogue,65,2,,32,236,年輕人！我的冤魂不散，四處游移！,Young man! My wronged spirit will not rest. It drifts everywhere.
game51.msg,1,0x0000012E,dialogue,1,3,,8,236,為什麼？,Why?
game51.msg,2,0x0000022B,dialogue,65,4,,106,236,我是德佳古村的村長艾德，我與全村的居民都死於瘟疫，而造成這場悲劇的劊子手就是瘟疫使者這個喪盡天良的惡魔‧‧,"I am Ed, village chief of Dejia Old Town. My people and I all died of the plague, and the butcher behind it was that heartless demon, the Envoy of Pestilence..."
game51.msg,3,0x00000328,dialogue,1,5,,30,236,村長你知道一位叫洛莎的婦女嗎？,"Chief, did you know a woman called Rosa?"
game51.msg,4,0x00000425,dialogue,65,6,,44,236,我認識！她在我家中幫佣，不過，她也難逃一劫！,I did! She was a servant in my house. But she could not escape it either.
game51.msg,5,0x00000522,dialogue,3,7,,70,236,嗚‧‧媽‧‧媽‧‧命運的無情使我們生離死別！我發誓，我一定要討回公道！,Ugh... Mother... Mother... Fate was cruel enough to part us for good. I swear I will see justice done!
game51.msg,6,0x0000061F,dialogue,65,8,,34,236,原來你是洛莎的兒子，她時常提起你。,So you are Rosa's son. She spoke of you often.
game51.msg,7,0x0000071C,dialogue,1,9,,42,236,‧‧‧村長！你知道要怎樣才能找到瘟疫使者？,...Chief! Do you know how I can find the Envoy of Pestilence?
game51.msg,8,0x00000819,dialogue,65,19,,114,236,它就藏身在這片森林的某處，詳細的地點我並不清楚，我想你母親一定不願意你去做一些危害到自身安全的事情，或許你會幫助我,"It hides somewhere in this forest, though I do not know where. Your mother would not want you risking your life. Perhaps you could help me instead."
game51.msg,9,0x00000916,dialogue,1,0B,,18,236,如果我有找到的話！,If I happen to find one!
game51.msg,10,0x00000A13,dialogue,65,0,,46,236,麻煩你了！有了拯救亡靈符我再也不用做孤魂野鬼。,I am in your debt. With the Soul Rescue Charm I will not have to wander as a lost ghost.
game51.msg,11,0x00000B10,dialogue,65,0D,,34,236,小兄弟！找到了嗎？我有迫切的需要！,Young man! Have you found it? My need is urgent.
game51.msg,12,0x00000C0D,dialogue,65,0,,48,236,拜託你不要漫無目的的閒晃，救人一命勝造七級浮屠！,Please do not just wander about aimlessly. Saving one life is worth more than a lifetime of good deeds.
game51.msg,13,0x00000D0A,dialogue,65,0F,,154,236,我脫離苦海了！現在我告訴你我家中保險箱鑰匙藏於何處，鑰匙就放在我的屍體裡，在德佳古有一棟最大的屋子那就是我的家，你可以找到我的屍體，保險箱就在我的房間裡。,"I am free of my torment! Now I'll tell you where my safe key is hidden. It is inside my corpse. The biggest house in Dejia is mine. You'll find my body there, and the safe in my room."
game51.msg,14,0x00000E07,dialogue,1,18,,28,236,希望你下輩子能有個幸福人生！,I hope you get a happy life in the next one.
game51.msg,15,0x00000F04,dialogue,1,11,,144,236,你可曾擔心瘟疫使者是否還會繼續為害人間？你對自己的關心遠超過對人世間的關懷，你以為有錢就可以獲得一切，我看不出來還有什麼人比你更適合做孤魂野鬼！,Have you once worried whether the Envoy of Pestilence still preys on the world? You care only for yourself and think money buys all. No one better suits being a lost ghost.
game51.msg,16,0x00001001,dialogue,65,0,,38,236,你也不要以為只要有正義感就可獲得一切！,And do not think a sense of justice buys everything either!
game51.msg,22,0x000015EF,command,0,0,,10,236,MStg34.ANM,
game51.msg,23,0x000016EC,command,0,0,,10,236,MStg35.ANM,
game51.msg,24,0x000017E9,dialogue,65,0,,48,236,我需要拯救亡靈符使我早日投胎，以我的財產做為答謝,I need the Soul Rescue Charm so I can be reborn soon. My fortune is yours as thanks.
game53.msg,1,0x0000012E,dialogue,0,3,,46,236,勇士彫像寫著：帶著我的裝備，讓我看到你的心意！,"The warrior statue reads: bring me my gear, and let me see what is in your heart."
game53.msg,3,0x00000328,dialogue,0,13,,18,236,很好，我就是要錢！,Good. Money is exactly what I want.
game53.msg,4,0x00000425,dialogue,0,0,,10,236,找到再來！,Come back when you have found it!
game53.msg,5,0x00000522,dialogue,0,0,,10,236,我已有錢！,I already have money!
game53.msg,7,0x0000071C,dialogue,0,9,,38,236,這一匹死馬只剩下骨架，因為它爛的該死！,"This dead horse is nothing but a frame of bones, because it was rotten as hell."
game53.msg,9,0x00000916,dialogue,0,13,,16,236,對了，就是弓弩！,That is it. The crossbow!
game53.msg,10,0x00000A13,dialogue,0,0,,14,236,找到再來見我！,Find it and come back to me!
game53.msg,11,0x00000B10,dialogue,0,0,,12,236,我已有弓弩！,I already have a crossbow!
game53.msg,13,0x00000D0A,dialogue,0,0F,,38,236,這一匹死馬只剩下軀體，因為它笨的該死！,"This dead horse is nothing but a carcass, because it was stupid as hell."
game53.msg,15,0x00000F04,dialogue,0,13,,16,236,對了，就是盾牌！,That is it. The shield!
game53.msg,16,0x00001001,dialogue,0,0,,14,236,找到再來見我！,Find it and come back to me!
game53.msg,17,0x000010FE,dialogue,0,0,,12,236,我已有盾牌！,I already have a shield!
game54.msg,0,0x00000031,dialogue,0,2,,48,236,這棵大樹矗立在路口，它的樹枝如同難得一見的材質！,This great tree stands at the crossroads. Its branches look like a material you rarely ever see.
game55.msg,0,0x00000031,dialogue,65,2,,42,236,我的領域怎麼會有活人的氣息？你們是來找死！,How is there the scent of the living in my domain? You have come here to die!
game55.msg,1,0x0000012E,dialogue,1,3,,84,236,你為了私慾害死包含我母親在內的所有德佳古的居民，你就算被我砍死一萬次也無法洗淨罪孽！,"For your own greed you killed everyone in Dejia, my mother among them. Cutting you down ten thousand times would not wash that guilt away!"
game55.msg,2,0x0000022B,dialogue,65,5,,34,236,既然你報仇心切，那麼我就陪你玩玩！,"Since you are so eager for revenge, I will play along."
game55.msg,3,0x00000328,dialogue,65,5,,67,236,你們竟然毀了我的五骨大將‧‧我若是不替它們報仇，我做老大的臉往那癒I,"You actually destroyed my Five Bone Generals... If I do not avenge them, how do I show my face as their boss?"
game55.msg,4,0x00000425,dialogue,1,0,,28,236,來吧，今天不是你死就是我亡！,Come on. Today one of us dies!
game55.msg,5,0x00000522,dialogue,65,7,,120,236,我‧雖‧‧然打敗了，但‧‧但是‧我的師兄痛苦使者‧會‧會替我報‧報仇的‧‧他會帶來更多的血腥‧‧你們拭‧目‧以‧待‧‧。,"I... have... lost, but... but my elder brother, the Envoy of Pain... will... will avenge me... he will bring far more blood... just... wait... and... see..."
game55.msg,6,0x0000061F,dialogue,1,0,,22,236,正好我也要找那個懦夫。,Good. That coward is the next one I am after.
game55.msg,7,0x0000071C,dialogue,0,0,,8,236,鐵鑰匙！,An iron key!
game55.msg,8,0x00000819,dialogue,0,0,,20,236,這個箱子裡放有命石。,There is a Life Stone in this chest.
game55.msg,10,0x00000A13,command,0,0,,10,236,MonB3A.ANM,
